Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 10,Coverage (%) 11,Coverage (%) 12,Coverage (%) 1,Coverage (%) 2,Coverage (%) 3,Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Area 10_hf,Area 11_im,Area 12_if,Area 1_hm,Area 2_hf,Area 3_im,Area 4_if,Area 5_hm,Area 6_hf,Area 7_im,Area 8_if,Area 9_hm,#Peptides,#Unique,#Spec 10,#Spec 11,#Spec 12,#Spec 1,#Spec 2,#Spec 3,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,PTM,Avg. Mass,Description
1055,2175,W8EE77|W8EE77_CALSI,89.3,35,30,30,35,9,9,35,30,30,9,30,30,35,1.43E+02,3.43E+02,2.54E+02,,,1.49E+02,1.73E+02,6.32E+02,,3.98E+02,8.39E+02,0,3,2,3,5,5,4,3,5,4,6,3,2,4,2,,15135,ADP/ATP translocase (Fragment) OS=Callinectes sapidus OX=6763 PE=3 SV=1
1955,1373,A0A0N7ZDL6|A0A0N7ZDL6_SCYOL,89.28,15,5,2,0,4,4,5,4,0,0,0,4,0,1.92E+02,3.56E+02,,1.96E+03,9.29E+02,3.98E+02,1.82E+03,,,,7.66E+01,,4,4,1,1,0,1,1,1,1,0,0,0,1,0,Carbamidomethylation; Acetylation (Protein N-term),37064,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1254,1762,A0A1I9P1M5|A0A1I9P1M5_ERISI,89.2,11,11,6,3,3,3,6,3,0,3,3,6,0,1.76E+03,1.31E+03,,,,7.62E+02,,,,,1.77E+03,,3,2,5,4,1,1,1,8,1,0,1,1,7,0,Carbamidomethylation,43872,Glycogen synthase kinase 3 beta OS=Eriocheir sinensis OX=95602 GN=GSK3beta PE=2 SV=1
1829,1138,A0A5B7DLX1|A0A5B7DLX1_PORTR,89.17,9,0,0,0,0,0,9,0,3,0,0,7,0,,,,,,2.55E+03,,7.85E+02,,,3.28E+03,,3,3,0,0,0,0,0,4,0,2,0,0,3,0,Carbamidomethylation,62579,PNP_UDP_1 domain-containing protein OS=Portunus trituberculatus OX=210409 GN=E2C01_015571 PE=4 SV=1
1829,1157,A0A0P4W7Y8|A0A0P4W7Y8_SCYOL,89.17,9,0,0,0,0,0,9,0,3,0,0,7,0,,,,,,2.55E+03,,7.85E+02,,,3.28E+03,,3,3,0,0,0,0,0,4,0,2,0,0,3,0,Carbamidomethylation,63546,PNP_UDP_1 domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1825,1126,A0A0P4W2K3|A0A0P4W2K3_SCYOL,89.09,1,0,0,0,0,0,1,0,0,0,0,0,0,2.68E+03,,1.75E+03,,,2.15E+03,1.10E+03,,,,2.50E+03,,4,4,3,0,1,0,0,3,1,0,0,0,1,0,Carbamidomethylation,408538,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1825,1128,A0A0P4VVW3|A0A0P4VVW3_SCYOL,89.09,1,0,0,0,0,0,1,0,0,0,0,0,0,2.68E+03,,1.75E+03,,,2.15E+03,1.10E+03,,,,2.50E+03,,4,4,3,0,1,0,0,3,1,0,0,0,1,0,Carbamidomethylation,410175,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1388,2523,A0A0P4VVR9|A0A0P4VVR9_SCYOL,89.03,30,10,10,10,9,9,30,9,9,0,9,30,9,2.31E+03,1.84E+03,2.67E+03,0,8.89E+02,3.22E+03,8.49E+02,7.50E+02,,1.06E+03,2.97E+03,6.93E+02,3,3,2,2,4,1,2,3,1,1,0,2,5,1,,14706,60S ribosomal protein L31 OS=Scylla olivacea OX=85551 PE=3 SV=1
1528,34346,A0A5N5TIC8|A0A5N5TIC8_9CRUS,88.97,10,5,5,5,0,5,5,0,5,5,5,10,5,1.08E+03,1.65E+03,1.24E+03,,1.23E+03,4.81E+03,,6.27E+02,1.09E+03,3.18E+03,3.35E+03,1.17E+03,3,3,2,2,1,0,1,2,0,1,1,3,3,2,Acetylation (Protein N-term),27879,V-type proton ATPase subunit D 1 OS=Armadillidium nasatum OX=96803 GN=Anas_09138 PE=3 SV=1
2004,2011,E7CW70|E7CW70_ERISI,88.79,36,26,13,0,0,0,0,0,0,0,0,10,0,2.07E+03,6.19E+02,,,,,,,,,2.22E+02,,3,3,3,2,0,0,0,0,0,0,0,0,1,0,,13196,Macrophage migration inhibitory protein OS=Eriocheir sinensis OX=95602 GN=MIF PE=2 SV=1
1712,1545,A0A0P4WJE6|A0A0P4WJE6_SCYOL,88.75,5,0,1,3,0,0,5,0,4,0,0,2,0,,1.04E+03,5.78E+03,,,9.02E+03,,1.73E+02,,,2.37E+03,,3,3,0,1,3,0,0,5,0,2,0,0,1,0,,94967,V-type proton ATPase subunit a OS=Scylla olivacea OX=85551 PE=3 SV=1
1712,1546,A0A0N7ZD47|A0A0N7ZD47_SCYOL,88.75,5,0,1,3,0,0,5,0,4,0,0,2,0,,1.04E+03,5.78E+03,,,9.02E+03,,1.73E+02,,,2.37E+03,,3,3,0,1,3,0,0,5,0,2,0,0,1,0,,95984,V-type proton ATPase subunit a OS=Scylla olivacea OX=85551 PE=3 SV=1
1712,1958,A0A5B7GS60|A0A5B7GS60_PORTR,88.75,22,0,6,15,0,0,22,0,16,0,0,7,0,,1.04E+03,5.78E+03,,,9.02E+03,,1.73E+02,,,2.37E+03,,3,3,0,1,3,0,0,5,0,2,0,0,1,0,,22358,V-type proton ATPase subunit a OS=Portunus trituberculatus OX=210409 GN=unc-32 PE=3 SV=1
1674,1645,A0A0P4W5N3|A0A0P4W5N3_SCYOL,88.74,10,6,0,0,0,0,10,0,0,0,6,6,0,5.95E+02,,,,,1.97E+03,,,,2.54E+02,9.42E+02,,3,3,4,0,0,0,0,5,0,0,0,2,2,0,,32105,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1794,32774,A0A3R7Q994|A0A3R7Q994_PENVA,88.7,12,5,5,5,6,0,12,0,0,6,0,5,0,6.82E+02,1.12E+03,5.27E+02,5.40E+02,,2.92E+03,,,5.89E+02,,6.56E+02,,4,4,1,2,1,1,0,3,0,0,1,0,1,0,,23705,40S ribosomal protein S8 OS=Penaeus vannamei OX=6689 GN=C7M84_021832 PE=3 SV=1
1550,1841,A0A5B7D2B2|A0A5B7D2B2_PORTR,88.68,28,10,6,0,12,12,10,12,0,12,0,10,12,,2.55E+03,,3.45E+03,3.88E+02,,1.99E+03,,0,,,6.88E+02,3,2,2,1,0,4,3,1,1,0,1,0,3,1,Deamidation (NQ),20157,26S proteasome non-ATPase regulatory subunit 1 OS=Portunus trituberculatus OX=210409 GN=Rpn2_2 PE=4 SV=1
1174,30551,A0A3R7MLL4|A0A3R7MLL4_PENVA,88.58,20,9,0,14,9,14,15,0,15,9,9,15,9,2.18E+03,,3.17E+03,4.00E+02,9.14E+02,4.00E+03,,5.55E+02,5.73E+02,5.29E+02,1.87E+03,7.61E+02,3,3,3,0,2,2,5,3,0,10,2,3,3,2,,21890,Homer protein-like protein 1 OS=Penaeus vannamei OX=6689 GN=C7M84_021705 PE=4 SV=1
1559,2238,A0A0C5D118|A0A0C5D118_ERISI,88.5,23,10,10,23,0,14,10,14,10,10,23,10,10,1.53E+03,1.28E+03,2.29E+03,,5.69E+02,5.03E+02,8.13E+02,9.63E+02,1.01E+03,6.99E+03,1.16E+03,1.61E+03,3,3,1,1,2,0,1,1,2,2,1,4,1,1,Carbamidomethylation,14985,FABP3 protein OS=Eriocheir sinensis OX=95602 GN=FABP3 PE=2 SV=1
1151,2029,A0A0P4WFH6|A0A0P4WFH6_SCYOL,88.2,6,2,2,4,4,2,6,2,2,2,4,6,2,2.41E+03,3.34E+03,3.86E+03,8.86E+03,2.83E+03,6.60E+03,4.55E+03,1.24E+03,4.06E+03,3.16E+03,1.01E+04,2.55E+03,3,3,2,2,4,3,2,3,1,1,1,8,8,2,Carbamidomethylation; Acetylation (Protein N-term),65215,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1106,37645,A0A0H4FNF9|A0A0H4FNF9_9CRUS,88.1,13,8,13,13,8,8,5,13,8,8,8,8,8,3.87E+03,2.93E+03,6.51E+03,4.25E+03,4.20E+03,1.12E+03,5.20E+03,2.86E+03,1.96E+03,4.29E+03,4.08E+03,5.30E+03,3,2,4,7,4,3,2,1,4,5,1,3,3,4,,20737,Elongation factor 1 alpha (Fragment) OS=Gammarus cf. fossarum D DCC-2015 OX=1676552 PE=4 SV=1
1106,37646,A0A1L4BPL6|A0A1L4BPL6_9CRUS,88.1,13,8,13,13,8,8,5,13,8,8,8,8,8,3.87E+03,2.93E+03,6.51E+03,4.25E+03,4.20E+03,1.12E+03,5.20E+03,2.86E+03,1.96E+03,4.29E+03,4.08E+03,5.30E+03,3,2,4,7,4,3,2,1,4,5,1,3,3,4,,20731,Elongation factor 1-alpha (Fragment) OS=Gammarus cf. balcanicus 1TA16 OX=1925062 GN=EF1a PE=4 SV=1
1433,29736,A0A6A4VS78|A0A6A4VS78_AMPAM,88.09,8,3,6,6,0,3,6,0,3,0,0,8,3,1.30E+03,2.96E+03,1.44E+03,,2.17E+02,5.26E+03,,3.93E+02,,,6.67E+03,1.12E+03,3,3,3,2,2,0,3,3,0,1,0,0,6,2,Carbamidomethylation,51564,Xylose isomerase OS=Amphibalanus amphitrite OX=1232801 GN=XYLA PE=3 SV=1
1195,34952,C5HEZ5|C5HEZ5_RIMEX,88.06,18,18,18,9,9,9,9,7,7,7,0,9,9,7.99E+03,1.32E+04,1.77E+04,3.61E+02,2.52E+03,6.43E+03,1.98E+03,1.94E+03,4.74E+03,,1.45E+04,5.65E+03,3,2,6,5,4,1,2,4,2,1,1,0,5,3,Carbamidomethylation,14715,Sodium/potassium-dependent ATPase beta-2 subunit (Fragment) OS=Rimicaris exoculata OX=71621 PE=2 SV=1
1792,1355,A0A0P4WLZ4|A0A0P4WLZ4_SCYOL,88.03,16,3,3,0,0,0,5,9,0,3,5,5,0,8.52E+02,1.64E+03,,,,8.29E+02,8.09E+02,,1.02E+03,4.19E+02,1.40E+02,,4,4,1,1,0,0,0,1,2,0,1,1,3,0,Carbamidomethylation,35028,60S ribosomal protein L5 OS=Scylla olivacea OX=85551 PE=3 SV=1
1792,1613,D2DSY7|D2DSY7_SCYPA,88.03,28,6,6,0,0,0,8,15,0,6,8,8,0,8.52E+02,1.64E+03,,,,8.29E+02,8.09E+02,,1.02E+03,4.19E+02,1.40E+02,,4,4,1,1,0,0,0,1,2,0,1,1,3,0,Carbamidomethylation,20083,60S ribosomal protein L5 (Fragment) OS=Scylla paramamosain OX=85552 PE=2 SV=1
1781,29017,A0A5N5TIG7|A0A5N5TIG7_9CRUS,87.96,1,0,0,0,1,0,0,0,0,0,0,0,0,,8.54E+02,,6.44E+03,,,6.60E+03,,,,,,4,3,0,1,2,4,0,0,1,0,0,0,0,2,Deamidation (NQ),521428,Titin (Fragment) OS=Armadillidium nasatum OX=96803 GN=sls_2 PE=4 SV=1
1466,929,A0A0P4VZC7|A0A0P4VZC7_SCYOL,87.84,9,2,7,5,7,4,5,2,2,2,5,5,5,,1.09E+02,1.48E+02,7.99E+02,3.10E+02,0,,,,2.32E+02,3.16E+02,2.26E+02,3,2,1,2,2,3,1,2,1,1,1,2,2,2,,51595,Eukaryotic translation initiation factor 5 OS=Scylla olivacea OX=85551 PE=3 SV=1
1466,1131,A0A5B7DSI7|A0A5B7DSI7_PORTR,87.84,10,3,7,6,7,4,6,3,3,3,6,6,6,,1.09E+02,1.48E+02,7.99E+02,3.10E+02,0,,,,2.32E+02,3.16E+02,2.26E+02,3,2,1,2,2,3,1,2,1,1,1,2,2,2,,49335,Eukaryotic translation initiation factor 5 OS=Portunus trituberculatus OX=210409 GN=Eif5 PE=3 SV=1
1904,30677,A0A411DX29|A0A411DX29_9MAXI,87.75,11,0,11,0,0,0,0,4,0,0,0,0,0,,4.46E+03,,,,,2.85E+03,,,,,,3,3,0,4,0,0,0,0,4,0,0,0,0,0,Carbamidomethylation,33688,Issp-28 (Fragment) OS=Parasacculina yatsui OX=2836420 PE=2 SV=1
1590,1067,A0A0P4WIX4|A0A0P4WIX4_SCYOL,87.66,5,2,2,2,2,2,2,0,0,1,0,0,0,4.90E+02,4.78E+02,7.58E+02,2.51E+02,4.29E+02,4.11E+02,,,1.92E+02,,,,3,3,3,1,2,1,5,2,0,0,1,0,0,0,,79750,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1590,30241,A0A3R7M1P5|A0A3R7M1P5_PENVA,87.66,9,3,3,3,3,4,3,0,0,2,0,0,0,4.90E+02,4.78E+02,7.58E+02,2.51E+02,4.29E+02,4.11E+02,,,1.92E+02,,,,3,3,3,1,2,1,5,2,0,0,1,0,0,0,,50769,Putative serine/threonine-protein kinase MARK2 OS=Penaeus vannamei OX=6689 GN=C7M84_017236 PE=4 SV=1
1308,2013,A0A0P4W309|A0A0P4W309_SCYOL,87.56,7,7,4,4,4,4,4,7,0,4,0,7,4,1.08E+03,5.79E+02,1.17E+03,4.82E+02,5.81E+02,1.04E+03,2.34E+03,,5.22E+02,,2.51E+03,4.62E+02,3,3,2,1,3,5,2,3,4,0,5,0,2,1,Carbamidomethylation,46490,Butyryl-CoA dehydrogenase OS=Scylla olivacea OX=85551 PE=3 SV=1
1612,29961,A0A423STL8|A0A423STL8_PENVA,87.53,9,3,3,6,0,0,6,0,0,0,3,6,3,1.29E+03,1.36E+03,2.38E+03,,,2.26E+03,,,,6.59E+02,3.11E+03,1.13E+03,3,3,4,1,2,0,0,3,0,0,0,2,2,1,,45572,26S proteasome non-ATPase regulatory subunit 6 OS=Penaeus vannamei OX=6689 GN=C7M84_014362 PE=3 SV=1
1612,1597,A0A5B7E1W7|A0A5B7E1W7_PORTR,87.53,8,3,3,5,0,0,6,0,0,0,3,5,3,1.29E+03,1.36E+03,2.38E+03,,,2.26E+03,,,,6.59E+02,3.11E+03,1.13E+03,3,3,4,1,2,0,0,3,0,0,0,2,2,1,,47811,26S proteasome non-ATPase regulatory subunit 6 OS=Portunus trituberculatus OX=210409 GN=Rpn7 PE=3 SV=1
1612,1638,A0A0P4WTY2|A0A0P4WTY2_SCYOL,87.53,9,3,3,6,0,0,6,0,0,0,3,6,3,1.29E+03,1.36E+03,2.38E+03,,,2.26E+03,,,,6.59E+02,3.11E+03,1.13E+03,3,3,4,1,2,0,0,3,0,0,0,2,2,1,,45441,26S proteasome non-ATPase regulatory subunit 6 OS=Scylla olivacea OX=85551 PE=3 SV=1
1612,31087,A0A444TNW6|A0A444TNW6_ARMVU,87.53,16,6,6,10,0,0,12,0,0,0,6,10,6,1.29E+03,1.36E+03,2.38E+03,,,2.26E+03,,,,6.59E+02,3.11E+03,1.13E+03,3,3,4,1,2,0,0,3,0,0,0,2,2,1,,24849,26S proteasome non-ATPase regulatory subunit 6 OS=Armadillidium vulgare OX=13347 GN=Avbf_00043 PE=4 SV=1
2211,29713,A0A411DX11|A0A411DX11_9MAXI,87.41,3,0,3,0,0,0,0,0,0,0,0,0,0,,2.50E+03,,,,,,,,,,,3,3,0,3,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),186685,Issp-3 (Fragment) OS=Parasacculina yatsui OX=2836420 PE=2 SV=1
1283,1175,A0A0P4WIQ5|A0A0P4WIQ5_SCYOL,87.36,6,2,2,2,2,2,4,2,4,4,4,4,4,5.45E+02,1.20E+03,1.72E+03,5.29E+02,1.13E+03,1.86E+03,9.21E+02,1.06E+03,2.62E+03,3.13E+03,1.43E+03,1.79E+03,3,3,1,2,1,3,1,2,1,2,3,4,5,3,,73830,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1283,1276,A0A0P4WM55|A0A0P4WM55_SCYOL,87.36,6,2,2,2,2,2,4,2,4,4,4,4,4,5.45E+02,1.20E+03,1.72E+03,5.29E+02,1.13E+03,1.86E+03,9.21E+02,1.06E+03,2.62E+03,3.13E+03,1.43E+03,1.79E+03,3,3,1,2,1,3,1,2,1,2,3,4,5,3,,76536,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1805,1200,A0A5B7FIT9|A0A5B7FIT9_PORTR,87.21,10,4,7,0,3,0,4,3,0,0,0,0,0,5.27E+02,3.58E+02,,,,4.36E+02,0,,,,,,3,2,1,4,0,2,0,2,1,0,0,0,0,0,,40946,ATP synthase subunit beta  mitochondrial OS=Portunus trituberculatus OX=210409 GN=E2C01_038737 PE=3 SV=1
1992,2645,F8QXK4|F8QXK4_SCYPA,87,14,14,0,0,0,6,0,0,0,0,0,0,7,3.40E+03,,,,,,,,,,,1.29E+03,3,2,2,0,0,0,1,0,0,0,0,0,0,3,,20464,Myosin (Fragment) OS=Scylla paramamosain OX=85552 PE=2 SV=1
1369,31283,A0A8B7NZL5|A0A8B7NZL5_HYAAZ,86.96,12,6,11,11,6,0,6,6,6,0,12,12,12,2.55E+03,1.46E+03,2.35E+03,9.84E+02,,2.92E+03,1.73E+02,1.51E+03,,1.51E+03,3.12E+03,1.21E+03,3,3,2,4,3,2,0,2,1,2,0,2,3,3,,26097,proteasome subunit beta type-5-like OS=Hyalella azteca OX=294128 GN=LOC108675626 PE=4 SV=1
990,30127,A0A0C5DNT1|A0A0C5DNT1_CHEDE,86.95,10,10,10,7,3,7,7,3,7,7,7,7,7,2.77E+04,4.51E+04,6.46E+04,1.30E+04,1.40E+04,3.12E+04,1.98E+04,2.74E+04,3.15E+04,1.44E+04,8.21E+04,1.25E+04,3,2,5,7,6,1,3,5,2,4,4,3,8,3,,36753,Sodium-potassium ATPase beta OS=Cherax destructor OX=6723 PE=2 SV=1
990,30179,A0A0C5E1X4|A0A0C5E1X4_9EUCA,86.95,10,10,10,7,3,7,7,3,7,7,7,7,7,2.77E+04,4.51E+04,6.46E+04,1.30E+04,1.40E+04,3.12E+04,1.98E+04,2.74E+04,3.15E+04,1.44E+04,8.21E+04,1.25E+04,3,2,5,7,6,1,3,5,2,4,4,3,8,3,,36820,Sodium-potassium ATPase beta OS=Cherax cainii OX=223846 PE=2 SV=1
1722,2633,A0A5B7DT25|A0A5B7DT25_PORTR,86.94,17,8,0,0,8,15,0,8,17,0,0,0,10,3.49E+02,,,1.48E+03,1.58E+03,,8.64E+02,2.34E+03,,,,2.63E+03,3,2,1,0,0,2,3,0,1,3,0,0,0,2,,18112,Troponin I OS=Portunus trituberculatus OX=210409 GN=TNNI_1 PE=4 SV=1
863,2631,A0A0P4WK80|A0A0P4WK80_SCYOL,86.93,10,10,10,10,6,9,10,9,10,10,10,10,10,2.68E+04,2.41E+04,3.41E+04,1.22E+04,1.99E+04,4.44E+04,2.50E+04,1.58E+04,1.96E+04,8.22E+03,4.11E+04,2.22E+04,3,3,5,10,6,3,8,5,3,5,7,6,7,3,,25364,Ubiquitin carboxyl-terminal hydrolase OS=Scylla olivacea OX=85551 PE=3 SV=1
863,3073,C1K736|C1K736_SCYPA,86.93,10,10,10,10,6,9,10,9,10,10,10,10,10,2.68E+04,2.41E+04,3.41E+04,1.22E+04,1.99E+04,4.44E+04,2.50E+04,1.58E+04,1.96E+04,8.22E+03,4.11E+04,2.22E+04,3,3,5,10,6,3,8,5,3,5,7,6,7,3,,25351,Ubiquitin carboxyl-terminal hydrolase OS=Scylla paramamosain OX=85552 PE=2 SV=1
1500,1073,A0A0P4W8V8|A0A0P4W8V8_SCYOL,86.87,5,0,3,3,0,0,3,0,2,0,2,4,0,,1.47E+03,1.84E+03,,,3.25E+03,,8.67E+02,,2.03E+03,7.67E+03,,3,3,0,4,3,0,0,2,0,3,0,2,5,0,,77488,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1627,1193,A0A0P4W3A1|A0A0P4W3A1_SCYOL,86.78,5,2,5,5,0,0,2,0,2,0,2,2,0,1.57E+03,1.18E+03,1.75E+03,,,7.26E+02,,1.59E+03,,2.63E+03,2.71E+03,,3,2,3,2,2,0,0,2,0,1,0,1,3,0,,74280,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1627,31091,A0A444TTV2|A0A444TTV2_ARMVU,86.78,5,2,5,5,0,0,2,0,2,0,2,2,0,1.57E+03,1.18E+03,1.75E+03,,,7.26E+02,,1.59E+03,,2.63E+03,2.71E+03,,3,2,3,2,2,0,0,2,0,1,0,1,3,0,,75487,Heat shock 70 kDa protein cognate 5 OS=Armadillidium vulgare OX=13347 GN=Avbf_00951 PE=3 SV=1
1659,30671,A0A0K2TSJ7|A0A0K2TSJ7_LEPSM,86.52,2,1,1,0,2,1,0,1,1,0,0,1,0,8.90E+02,3.81E+02,,2.66E+03,4.06E+03,,2.32E+03,1.18E+03,,,1.32E+03,,3,2,1,2,0,4,2,0,1,1,0,0,2,0,,222210,Myosin heavy chain 1 [Tribolium castaneum] (Fragment) OS=Lepeophtheirus salmonis OX=72036 GN=Mhc1 PE=3 SV=1
1659,30919,A0A7R8CRA2|A0A7R8CRA2_LEPSM,86.52,7,2,2,0,7,2,0,2,2,0,0,2,0,8.90E+02,3.81E+02,,2.66E+03,4.06E+03,,2.32E+03,1.18E+03,,,1.32E+03,,3,2,1,2,0,4,2,0,1,1,0,0,2,0,,63563,MYH6_7 OS=Lepeophtheirus salmonis OX=72036 GN=LSAA_4773 PE=4 SV=1
1659,31597,A0A0K2UVL3|A0A0K2UVL3_LEPSM,86.52,2,1,1,0,2,1,0,1,1,0,0,1,0,8.90E+02,3.81E+02,,2.66E+03,4.06E+03,,2.32E+03,1.18E+03,,,1.32E+03,,3,2,1,2,0,4,2,0,1,1,0,0,2,0,,219662,Myosin heavy chain 1 [Tribolium castaneum] OS=Lepeophtheirus salmonis OX=72036 GN=Mhc1 PE=3 SV=1
1639,29081,A0A3R7MMS1|A0A3R7MMS1_PENVA,86.48,13,4,0,0,4,0,9,0,0,0,0,0,4,1.48E+03,,,6.42E+02,,2.25E+03,,,,,,1.99E+02,3,3,7,0,0,1,0,5,0,0,0,0,0,1,Oxidation (M),49976,Glutamate decarboxylase OS=Penaeus vannamei OX=6689 GN=C7M84_000209 PE=3 SV=1
1506,29651,A0A7R8CIY2|A0A7R8CIY2_LEPSM,86.3,3,0,0,2,1,1,2,2,0,1,0,2,0,,,8.93E+02,5.37E+01,,8.11E+02,6.20E+02,,,,8.08E+02,,3,2,0,0,2,1,1,2,5,0,2,0,5,0,Carbamidomethylation,196806,Uncharacterized protein OS=Lepeophtheirus salmonis OX=72036 GN=LSAA_4528 PE=3 SV=1
1506,29656,A0A0K2SWT2|A0A0K2SWT2_LEPSM,86.3,3,0,0,2,1,1,2,2,0,1,0,2,0,,,8.93E+02,5.37E+01,,8.11E+02,6.20E+02,,,,8.08E+02,,3,2,0,0,2,1,1,2,5,0,2,0,5,0,Carbamidomethylation,228726,Glutamate synthase (NADH) OS=Lepeophtheirus salmonis OX=72036 PE=3 SV=1
1544,2916,A0A0P4WJ30|A0A0P4WJ30_SCYOL,86.3,7,0,0,4,0,0,4,0,4,2,4,7,0,,,6.93E+02,,,6.31E+03,,3.18E+03,5.40E+02,1.79E+03,6.49E+03,,3,3,0,0,2,0,0,6,0,2,1,2,4,0,Acetylation (Protein N-term),50997,C-CAP/cofactor C-like domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1930,1163,A0A0P4W9M5|A0A0P4W9M5_SCYOL,86.28,7,0,0,2,2,2,0,2,0,0,0,2,0,,,0,6.81E+01,7.59E+01,,5.94E+02,,,,2.65E+02,,3,3,0,0,1,3,1,0,1,0,0,0,1,0,,85516,Methylmalonyl-CoA mutase OS=Scylla olivacea OX=85551 PE=3 SV=1
1930,29434,A0A423U1T5|A0A423U1T5_PENVA,86.28,7,0,0,2,3,2,0,3,0,0,0,2,0,,,0,6.81E+01,7.59E+01,,5.94E+02,,,,2.65E+02,,3,3,0,0,1,3,1,0,1,0,0,0,1,0,,80477,Methylmalonyl-CoA mutase OS=Penaeus vannamei OX=6689 GN=C7M84_024144 PE=3 SV=1
1315,1971,A0A5B7E7H5|A0A5B7E7H5_PORTR,86.27,10,4,4,10,4,4,4,7,0,0,7,4,4,,,4.05E+02,,,,3.62E+02,,,1.84E+02,,,3,2,5,1,6,2,2,1,3,0,0,4,2,1,Carbamidomethylation,44591,Far upstream element-binding protein 2 OS=Portunus trituberculatus OX=210409 GN=Khsrp PE=4 SV=1
1393,952,A0A0P4WQ85|A0A0P4WQ85_SCYOL,86.14,8,0,0,4,0,4,4,0,0,0,0,2,0,,,7.22E+02,,0,3.71E+03,,,,,3.93E+03,,3,3,0,0,2,0,1,13,0,0,0,0,7,0,,90732,Ubiquitin carboxyl-terminal hydrolase OS=Scylla olivacea OX=85551 PE=3 SV=1
1613,1798,A0A0P4W7T1|A0A0P4W7T1_SCYOL,86.05,26,7,9,0,0,0,17,0,7,7,17,17,7,6.29E+02,3.34E+02,,,,1.65E+03,,7.56E+02,8.03E+02,9.63E+02,2.35E+03,7.48E+02,3,3,2,1,0,0,0,2,0,2,1,4,2,1,,16666,HTH cro/C1-type domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1936,2019,A0A173DQD5|A0A173DQD5_ERISI,85.66,15,0,0,3,0,0,3,0,7,0,9,3,0,,,4.98E+02,,,3.25E+02,,6.02E+02,,2.37E+03,6.21E+02,,3,3,0,0,1,0,0,1,0,2,0,2,1,0,,43859,Serine proteinase OS=Eriocheir sinensis OX=95602 PE=2 SV=1
1445,33931,A0A6A0H9A9|A0A6A0H9A9_HYAAZ,85.62,40,0,17,40,18,18,0,23,0,18,23,0,23,,6.92E+02,1.54E+03,5.30E+03,3.13E+03,,2.70E+04,,2.73E+03,2.08E+03,,2.65E+03,3,3,0,1,2,2,1,0,8,0,2,2,0,3,Carbamidomethylation,7453,40S ribosomal protein S28 OS=Hyalella azteca OX=294128 GN=HAZT_HAZT001756 PE=3 SV=1
1445,35902,A0A444T319|A0A444T319_ARMVU,85.62,34,0,14,34,16,16,0,19,0,16,19,0,19,,6.92E+02,1.54E+03,5.30E+03,3.13E+03,,2.70E+04,,2.73E+03,2.08E+03,,2.65E+03,3,3,0,1,2,2,1,0,8,0,2,2,0,3,Carbamidomethylation,8674,40S ribosomal protein S28 (Fragment) OS=Armadillidium vulgare OX=13347 GN=Avbf_19163 PE=3 SV=1
1445,42131,A0A444STM3|A0A444STM3_ARMVU,85.62,39,0,16,39,18,18,0,22,0,18,22,0,22,,6.92E+02,1.54E+03,5.30E+03,3.13E+03,,2.70E+04,,2.73E+03,2.08E+03,,2.65E+03,3,3,0,1,2,2,1,0,8,0,2,2,0,3,Carbamidomethylation,7683,40S ribosomal protein S28 OS=Armadillidium vulgare OX=13347 GN=Avbf_11208 PE=3 SV=1
1445,42132,A0A5N5T3Z8|A0A5N5T3Z8_9CRUS,85.62,39,0,16,39,18,18,0,22,0,18,22,0,22,,6.92E+02,1.54E+03,5.30E+03,3.13E+03,,2.70E+04,,2.73E+03,2.08E+03,,2.65E+03,3,3,0,1,2,2,1,0,8,0,2,2,0,3,Carbamidomethylation,7605,40S ribosomal protein S28 OS=Armadillidium nasatum OX=96803 GN=rps28 PE=3 SV=1
1445,42134,A0A6A4VN09|A0A6A4VN09_AMPAM,85.62,33,0,14,33,15,15,0,19,0,15,19,0,19,,6.92E+02,1.54E+03,5.30E+03,3.13E+03,,2.70E+04,,2.73E+03,2.08E+03,,2.65E+03,3,3,0,1,2,2,1,0,8,0,2,2,0,3,Carbamidomethylation,9073,40S ribosomal protein S28 OS=Amphibalanus amphitrite OX=1232801 GN=rps28 PE=3 SV=1
